dbn,locationname,school_type,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,,,,p_q1b,,,,p_q1c,,,,p_q1d,,,,p_q1e,,,,p_q1f,,,,p_q1g,,,,p_q1h,,,,p_q1i,,,,p_q1j,,,,p_q1k,,,,p_q1l,,,,p_q1m,,,,p_q1n,,,,p_q1o,,,,p_q1p,,,,p_q1q,,,,p_q1r,,,,p_q2a,,,,,p_q2b,,,,,p_q2c,,,,,p_q2d,,,,,p_q2e,,,,,p_q2f,,,,,p_q2g,,,,,p_q2h,,,,,p_q2i,,,,,p_q2j,,,,,p_q3a,,,,p_q3b,,,,p_q4a,,,,p_q4b,,,,p_q4c,,,,p_q4d,,,,p_q5a,,,,p_q5b,,,,p_q5c,,,,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,,,,,,,,,,p_q9,,,,p_q10a,,,,p_q10b
31R027,I.S. 027 Anning S. Prall,MS,7.69836,7.6994,7.3,7.8,8.15094,,,,7.26667,,,,7.19943,,,,8.15939,,,,8.30134,,,,7.69886,,,,7.66378,,,,7.9207,,,,7.27746,,,,7.97348,,,,7.84286,,,,7.70755,,,,7.53802,,,,7.57648,,,,7.79468,,,,7.30237,,,,6.90524,,,,8.01515,,,,7.7,,,,,7.8,,,,,7.9,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.78682,,,,Not Scored,,,,7.70154,,,,7.83654,,,,7.94231,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.52907,,,,7.89157,,,,7.32353
31R029,P.S. 029 Bardwell,ES,8.82722,9.31125,9.1,9.4,9.31235,,,,9.24825,,,,9.25408,,,,9.274,,,,9.59696,,,,9.25408,,,,9.09674,,,,9.5035,,,,9.10422,,,,9.40281,,,,9.24825,,,,9.41725,,,,9.15304,,,,9.18033,,,,9.38668,,,,9.0566,,,,8.85071,,,,9.35731,,,,9.5,,,,,9.5,,,,,9.5,,,,,9.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.24941,,,,Not Scored,,,,9.27553,,,,9.39125,,,,9.50237,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6.96429,,,,8.07692,,,,7.5
31R030,P.S. 030 Westerleigh,ES,8.12743,8.29762,8,8.4,8.27911,,,,8.07759,,,,8.25601,,,,8.14014,,,,8.91003,,,,7.86458,,,,7.78646,,,,8.82813,,,,8.0816,,,,8.47751,,,,8.31315,,,,8.35366,,,,8.0431,,,,8.08824,,,,8.37108,,,,7.7808,,,,7.53717,,,,8.33333,,,,8.6,,,,,8.6,,,,,8.6,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.40582,,,,Not Scored,,,,8.17474,,,,8.42241,,,,8.76736,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.55319,,,,7.70833,,,,7.61111
31R031,P.S. 031 William T. Davis,ES,8.51411,8.67415,8.3,8.6,8.86261,,,,8.68119,,,,8.13953,,,,8.97936,,,,8.9881,,,,8.74429,,,,8.73843,,,,8.72706,,,,7.99087,,,,8.72727,,,,8.64773,,,,8.71528,,,,8.48837,,,,8.61751,,,,8.53286,,,,8.3134,,,,8.23454,,,,8.8191,,,,8.8,,,,,8.7,,,,,8.7,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.4125,,,,Not Scored,,,,8.75598,,,,8.70732,,,,8.82282,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.3,,,,8.43137,,,,7.96875
31R032,P.S. 032 The Gifford School,ES,8.11758,8.26932,8,8.2,8.32696,,,,8.09637,,,,8.17015,,,,8.14991,,,,8.71869,,,,8.39524,,,,8.00096,,,,8.47763,,,,7.70476,,,,8.29848,,,,8.13931,,,,8.20746,,,,8.25427,,,,8.18356,,,,8.15363,,,,7.71845,,,,7.41736,,,,8.13142,,,,8.5,,,,,8.3,,,,,8.4,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.60355,,,,Not Scored,,,,8.12019,,,,8.40734,,,,8.90232,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.67241,,,,8.03977,,,,7.5
31R034,I.S. 034 Tottenville,MS,8.28575,8.49334,7.9,8.5,8.64646,,,,7.9154,,,,8.56999,,,,8.70838,,,,9.12424,,,,8.57394,,,,8.46799,,,,8.60143,,,,8.17288,,,,8.54757,,,,8.28485,,,,8.34759,,,,8.22906,,,,8.18731,,,,8.47264,,,,7.98246,,,,7.58929,,,,8.52557,,,,8.9,,,,,8.8,,,,,8.7,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.59803,,,,Not Scored,,,,8.51665,,,,8.47307,,,,8.41376,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.11538,,,,8.32474,,,,7.95213
31R035,P.S. 35 The Clove Valley School,ES,8.77355,8.88506,8.5,8.9,9.05138,,,,8.9881,,,,8.65613,,,,8.88,,,,8.95582,,,,8.73506,,,,8.54167,,,,8.99798,,,,8.30357,,,,9.05512,,,,8.85827,,,,8.98406,,,,8.75498,,,,8.85458,,,,8.88554,,,,8.59631,,,,8.49359,,,,9.05858,,,,9,,,,,8.9,,,,,9,,,,,8.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.3657,,,,Not Scored,,,,8.80435,,,,8.88446,,,,9.16335,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.5,,,,8.75,,,,8.07692
31R036,P.S. 036 J. C. Drumgoole,ES,8.01248,8.35803,8,8.3,8.38665,,,,8.25926,,,,8.50184,,,,8.15399,,,,8.91264,,,,7.8171,,,,7.84851,,,,8.58209,,,,8.17343,,,,8.34559,,,,8.14695,,,,8.19367,,,,8.13536,,,,8.08226,,,,8.25885,,,,7.72031,,,,7.47053,,,,8.28947,,,,8.6,,,,,8.6,,,,,8.6,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.64981,,,,Not Scored,,,,8.00551,,,,8.21823,,,,8.6183,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.53012,,,,7.68072,,,,7.28916
31R038,P.S. 038 George Cromwell,ES,8.08907,8.38106,8.1,8.5,8.5989,,,,8.47015,,,,8.37316,,,,8.48346,,,,8.66667,,,,8.27138,,,,8.13433,,,,8.65809,,,,7.90892,,,,8.40328,,,,8.11808,,,,8.13197,,,,7.87684,,,,7.91822,,,,8.05762,,,,7.62172,,,,7.53984,,,,8.5214,,,,8.7,,,,,8.4,,,,,8.6,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.14962,,,,Not Scored,,,,8.25926,,,,8.21561,,,,8.46082,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.03571,,,,8.19444,,,,7.86364
31R039,P.S. 39 Francis J. Murphy Jr.,ES,8.36496,8.57859,8.3,8.6,8.68257,,,,8.32645,,,,8.68257,,,,8.84298,,,,8.90496,,,,8.35041,,,,8.24786,,,,8.66109,,,,8.26446,,,,8.42975,,,,8.48361,,,,8.53734,,,,8.29876,,,,8.34375,,,,8.39286,,,,7.82427,,,,7.76087,,,,8.78205,,,,8.8,,,,,8.3,,,,,8.6,,,,,8.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.41597,,,,Not Scored,,,,8.53125,,,,8.19038,,,,8.64017,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.69565,,,,8.47826,,,,8.04348
31R041,P.S. 041 New Dorp,ES,8.33133,8.4883,8.2,8.4,8.74005,,,,8.31117,,,,8.21809,,,,8.65691,,,,8.98667,,,,8.40054,,,,8.26294,,,,8.6708,,,,7.70612,,,,8.55795,,,,8.30667,,,,8.38949,,,,8.10811,,,,8.25737,,,,8.46311,,,,8.18614,,,,7.99712,,,,8.50575,,,,8.7,,,,,8.5,,,,,8.4,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.53425,,,,Not Scored,,,,8.41644,,,,8.41962,,,,8.78049,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.14394,,,,8.28125,,,,8.00781
31R042,P.S. 042 Eltingville,ES,8.20583,8.66357,8.3,8.6,8.837,,,,8.71115,,,,8.48165,,,,8.88736,,,,9.18498,,,,8.5119,,,,8.36592,,,,8.78717,,,,8.22284,,,,8.63303,,,,8.56354,,,,8.60497,,,,8.34099,,,,8.38889,,,,8.51577,,,,8.10345,,,,7.9008,,,,8.49038,,,,8.6,,,,,8.7,,,,,8.7,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.28893,,,,Not Scored,,,,8.37776,,,,8.54554,,,,8.875,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.27041,,,,7.70202,,,,7.10938
31R044,P.S. 044 Thomas C. Brown,ES,8.3226,8.52038,8.1,8.4,8.6352,,,,8.46253,,,,8.2732,,,,8.62987,,,,8.78886,,,,8.50129,,,,8.2772,,,,8.50785,,,,8.24289,,,,8.50389,,,,8.46795,,,,8.41902,,,,8.29897,,,,8.46899,,,,8.44667,,,,7.98928,,,,7.91429,,,,8.60803,,,,8.5,,,,,8.3,,,,,8.5,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.5359,,,,Not Scored,,,,8.49351,,,,8.34197,,,,8.5705,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.27128,,,,8.25521,,,,7.98387
31R045,P.S. 045 John Tyler,ES,7.82337,8.18869,7.9,8,8.46811,,,,8.2574,,,,7.95558,,,,8.29545,,,,8.64726,,,,8.19635,,,,8.0254,,,,8.36227,,,,7.59112,,,,8.12357,,,,8.06193,,,,8.19318,,,,7.85632,,,,7.92051,,,,7.98032,,,,7.41029,,,,7.17822,,,,7.9366,,,,8.2,,,,,8.1,,,,,8.2,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.18097,,,,Not Scored,,,,7.8833,,,,8.00575,,,,8.36384,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.14286,,,,7.76515,,,,7.15385
31R046,P.S. 046 Albert V. Maniscalco,ES,8.29414,8.40048,8.1,8.5,8.63636,,,,8.43301,,,,8.02184,,,,8.67718,,,,8.57317,,,,8.71981,,,,8.51485,,,,8.53865,,,,7.71951,,,,8.24029,,,,8.07039,,,,8.28883,,,,8.19512,,,,8.13415,,,,8.28431,,,,7.82723,,,,7.56649,,,,8.57692,,,,8.7,,,,,8.4,,,,,8.5,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.13636,,,,Not Scored,,,,8.60437,,,,8.25243,,,,8.60437,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.4375,,,,8.59756,,,,8.4375
31R047,CSI High School for International Studies,HS,8.63931,8.7647,8.4,8.9,9.08854,,,,8.223,,,,8.85017,,,,8.97887,,,,9.11032,,,,8.5,,,,8.72792,,,,8.70107,,,,7.86713,,,,8.78497,,,,8.48776,,,,8.60035,,,,8.87719,,,,8.58392,,,,8.87324,,,,8.72807,,,,8.56498,,,,8.89599,,,,9.1,,,,,8.9,,,,,9,,,,,8.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.45833,,,,Not Scored,,,,8.73227,,,,8.65658,,,,8.77698,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.33333,,,,8.45238,,,,8.46154
31R048,P.S. 048 William C. Wilcox,ES,8.73143,8.91815,8.7,9,8.95768,,,,8.88715,,,,8.65987,,,,9.18239,,,,9.1195,,,,8.86435,,,,8.91167,,,,8.88013,,,,8.3805,,,,8.89063,,,,8.84858,,,,8.80192,,,,8.71473,,,,8.82813,,,,8.78571,,,,8.39869,,,,8.29966,,,,9.02961,,,,9.1,,,,,9,,,,,9,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.00497,,,,Not Scored,,,,9.0566,,,,8.84921,,,,8.94322,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.64286,,,,8.71429,,,,8.45588
31R049,I.S. 49 Berta A. Dreyfus,MS,7.56367,7.65067,7.2,7.6,7.6776,,,,7.26519,,,,7.62431,,,,7.92818,,,,7.98571,,,,7.45879,,,,7.57184,,,,7.92373,,,,7.40385,,,,7.73481,,,,7.76099,,,,7.65193,,,,7.87088,,,,7.63812,,,,7.63966,,,,7.31944,,,,6.98571,,,,7.65896,,,,7.4,,,,,7.7,,,,,7.8,,,,,7.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.49422,,,,Not Scored,,,,7.71307,,,,7.61494,,,,7.72857,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.4,,,,7.5,,,,6.97917
31R050,P.S. 050 Frank Hankinson,ES,8.55554,8.50245,8,8.6,8.56101,,,,8.37533,,,,8.21144,,,,8.50399,,,,9.04412,,,,8.50796,,,,8.44758,,,,8.75337,,,,8.00132,,,,8.46561,,,,8.54111,,,,8.54775,,,,8.34225,,,,8.45588,,,,8.5992,,,,8.06011,,,,7.67341,,,,8.73603,,,,8.6,,,,,8.7,,,,,8.6,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.65068,,,,Not Scored,,,,8.36694,,,,8.59459,,,,8.95664,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.82979,,,,8.75,,,,8.42391
31R051,I.S. 051 Edwin Markham,MS,8.1219,8.23739,7.8,8.2,8.48297,,,,7.94025,,,,8.21094,,,,8.5489,,,,8.44531,,,,8.18182,,,,8.16246,,,,8.26984,,,,8.11526,,,,8.25235,,,,8.20093,,,,8.14642,,,,8.15252,,,,8.08777,,,,8.21094,,,,7.81553,,,,7.5,,,,8.44276,,,,8.1,,,,,8.3,,,,,8.5,,,,,7.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.84528,,,,Not Scored,,,,8.2571,,,,8.18254,,,,8.15287,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.08594,,,,8.01587,,,,8.125
31R052,P.S. 052 John C. Thompson,ES,8.2021,8.44692,8.1,8.5,8.56509,,,,8.32602,,,,8.23314,,,,8.79032,,,,8.98094,,,,8.59971,,,,8.41988,,,,8.63235,,,,7.55865,,,,8.39181,,,,8.26979,,,,8.30882,,,,8.15598,,,,8.07185,,,,8.17847,,,,7.68349,,,,7.53215,,,,8.65931,,,,8.6,,,,,8.6,,,,,8.5,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.73134,,,,Not Scored,,,,8.50446,,,,8.10268,,,,8.64521,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.10811,,,,8.48592,,,,7.89286
31R053,P.S. 053 Bay Terrace,ES,8.68061,8.82255,8.5,9,8.907,,,,8.76513,,,,8.59756,,,,8.91646,,,,9.20122,,,,8.65617,,,,8.62257,,,,8.92597,,,,8.36165,,,,8.84146,,,,8.73479,,,,8.78954,,,,8.52328,,,,8.6253,,,,8.75304,,,,8.28554,,,,8.10724,,,,9.01436,,,,9.1,,,,,9,,,,,9,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.1201,,,,Not Scored,,,,8.83907,,,,8.76838,,,,9.04791,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.64583,,,,8.62676,,,,8.47015
31R054,P.S. 054 Charles W. Leng,ES,7.64665,8.18502,7.8,8.2,8.30882,,,,8.16757,,,,8.00951,,,,8.3356,,,,8.61188,,,,8.19293,,,,8.05096,,,,8.34711,,,,7.56849,,,,8.04408,,,,8.20163,,,,8.19783,,,,7.7861,,,,8.10249,,,,8.08333,,,,7.47857,,,,7.29046,,,,8.31178,,,,8.5,,,,,8.3,,,,,8.3,,,,,7.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.44958,,,,Not Scored,,,,7.90984,,,,7.98476,,,,8.31717,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6.62791,,,,6.82927,,,,6.5625
31R055,P.S. 055 Henry M. Boehm,ES,8.07576,8.22184,8.1,8.5,8.17552,,,,7.85632,,,,8.11343,,,,8.26037,,,,8.89344,,,,8.36605,,,,8.02784,,,,8.54801,,,,8.23326,,,,8.3046,,,,8.06005,,,,8.19124,,,,7.90805,,,,8.07471,,,,8.2093,,,,7.75943,,,,7.37319,,,,8.55231,,,,8.7,,,,,8.6,,,,,8.7,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.08721,,,,Not Scored,,,,8.21759,,,,8.16705,,,,8.51399,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.14103,,,,8.01282,,,,7.56579
31R056,P.S. 56 The Louis Desario School,ES,8.04338,8.33209,7.9,8.6,8.43629,,,,8.16731,,,,8.14189,,,,8.51167,,,,8.9265,,,,8.46228,,,,8.19824,,,,8.46004,,,,7.02611,,,,8.37838,,,,8.21429,,,,8.27853,,,,7.92802,,,,8.04537,,,,8.14922,,,,7.7008,,,,7.45927,,,,8.68182,,,,8.9,,,,,8.8,,,,,8.9,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.32178,,,,Not Scored,,,,8.27519,,,,8.29102,,,,8.76712,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.85156,,,,7.73077,,,,7.1875
31R057,P.S. 057 Hubert H. Humphrey,ES,8.33471,8.51553,8.1,8.4,8.71976,,,,8.51406,,,,8.26763,,,,8.71429,,,,8.80658,,,,8.4413,,,,8.32653,,,,8.39796,,,,8.2377,,,,8.53659,,,,8.61224,,,,8.65702,,,,8.38912,,,,8.5,,,,8.44792,,,,8.04167,,,,8.00847,,,,8.61957,,,,8.6,,,,,8.2,,,,,8.5,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.54564,,,,Not Scored,,,,8.28512,,,,8.22614,,,,8.64583,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.04348,,,,8.19444,,,,7.88732
31R058,Space Shuttle Columbia School,ES,8.13106,8.39953,8.1,8.5,8.59534,,,,8.66348,,,,8.02419,,,,8.46939,,,,8.77226,,,,8.21848,,,,8.16274,,,,8.35662,,,,7.7028,,,,8.36384,,,,8.31259,,,,8.21793,,,,7.87078,,,,8.06618,,,,8.1652,,,,7.71021,,,,7.62289,,,,8.82931,,,,8.7,,,,,8.5,,,,,8.7,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.16368,,,,Not Scored,,,,8.27574,,,,8.29044,,,,8.47345,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.95455,,,,8.16901,,,,7.91367
31R060,P.S. 060 Alice Austen,ES,8.53087,8.66732,8.2,8.6,8.84843,,,,8.81683,,,,8.54536,,,,8.67793,,,,8.9336,,,,8.47586,,,,8.40818,,,,8.80855,,,,8.40818,,,,8.67063,,,,8.60396,,,,8.60161,,,,8.35843,,,,8.45691,,,,8.56928,,,,8.18966,,,,8.10855,,,,8.58079,,,,8.8,,,,,8.6,,,,,8.7,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.98753,,,,Not Scored,,,,8.40278,,,,8.70221,,,,8.97267,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.31776,,,,8.60092,,,,8.25243
31R061,I.S. 061 William A Morris,MS,7.73541,7.82259,7.5,7.7,7.96154,,,,7.65504,,,,7.28304,,,,8.1177,,,,8.45924,,,,7.96206,,,,7.74704,,,,8.01485,,,,7.72374,,,,7.92315,,,,7.95761,,,,7.91992,,,,7.59223,,,,7.65595,,,,7.97758,,,,7.42095,,,,7.10692,,,,7.69271,,,,7.7,,,,,7.9,,,,,8,,,,,7.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.37093,,,,Not Scored,,,,7.92074,,,,7.81126,,,,8.03678,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.53205,,,,7.82895,,,,7.08904
31R063,Marsh Avenue School for Expeditionary Learning,MS,8.88265,9.01125,8.9,9.1,9.03045,,,,8.91479,,,,8.92742,,,,9.22581,,,,9.36495,,,,8.91827,,,,8.94608,,,,9.15049,,,,8.99038,,,,9.07258,,,,8.96916,,,,8.89871,,,,8.77814,,,,8.7945,,,,8.9951,,,,8.70066,,,,8.53279,,,,9.26174,,,,9.2,,,,,9.1,,,,,9.1,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.91941,,,,Not Scored,,,,9.03537,,,,9.06656,,,,8.95631,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.79464,,,,8.75,,,,8.72727
