dbn,locationname,school_type,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,,,,s_q1b,,,,s_q1c,,,,s_q1d,,,,s_q1e,,,,s_q1f,,,,s_q1g,,,,s_q2a,,,,s_q2b,,,,s_q2c,,,,s_q2d,,,,s_q3,,,,s_q4a,,,,s_q4b,,,,s_q4c,,,,s_q4d,,,,s_q4e,,,,s_q4f,,,,s_q4g,,,,s_q4h,,,,s_q4i,,,,s_q4j,,,,s_q4k,,,,s_q5a,,,,,s_q5b,,,,,s_q6a,,,,s_q6b,,,,s_q6c,,,,s_q7a,,,,s_q7b,,,,s_q7c,,,,s_q8f,,,,s_q9a_1,s_q9a_2,s_q9a_3,s_q9a_4,s_q9a_5,s_q9a_6,s_q9b_1,s_q9b_2,s_q9b_3,s_q9b_4,s_q9b_5,s_q9b_6,s_q9c_1,s_q9c_2,s_q9c_3,s_q9c_4,s_q9c_5,s_q9c_6,s_q10a_1,s_q10a_2,s_q10a_3,s_q10a_4,s_q10a_5,s_q10b_1,s_q10b_2,s_q10b_3,s_q10b_4,s_q10b_5,s_q10c_1,s_q10c_2,s_q10c_3,s_q10c_4,s_q10c_5,s_q11a,,,,s_q11b,,,,s_q11c,,,,s_q11d,,,,s_q11e
84M386,Success Academy Charter School - Harlem 4,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M388,St. HOPE Leadership Academy Charter School,MS,8.96235,8.76405,8.50053,8.69946,9.2625,,,,9.15404,,,,8.42965,,,,8.30402,,,,8.875,,,,7.41206,,,,9.24623,,,,9.05,,,,8.5101,,,,9.12437,,,,9.08505,,,,N/A,,,,9.45,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.6809,,,,8.975,,,,8.93041,,,,8.45178,,,,9.27665,,,,8.8125,,,,8.61809,,,,9.16209,,,,,8.43421,,,,,7.41294,,,,7.37437,,,,8.1599,,,,8.1125,,,,8.7375,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.9125,,,,8.84328,,,,8.75622,,,,8.89447,,,,9.8
84M430,The Equity Project Charter School (TEP),MS,8.91351,8.72248,8.59651,8.30953,9.34328,,,,8.95522,,,,8.42262,,,,8.3806,,,,9.04018,,,,7.52976,,,,9.27083,,,,8.9095,,,,8.56716,,,,9.19403,,,,8.60863,,,,N/A,,,,9.59199,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.96884,,,,8.8806,,,,9.18398,,,,8.66469,,,,9.4362,,,,8.83531,,,,8.9881,,,,9.07407,,,,,8.06231,,,,,7.0858,,,,7.0178,,,,7.83683,,,,8.28125,,,,8.84273,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.5784,,,,7.23451,,,,6.68899,,,,7.90923,,,,9.32153
84M433,Renaissance Charter High School for Innovation,HS,7.88802,7.83575,7.12882,7.3456,8.51064,,,,8.28571,,,,7.875,,,,7.875,,,,8.19245,,,,5.86299,,,,8.46429,,,,8.1769,,,,7.15455,,,,7.90909,,,,7.77174,,,,6.78058,,,,8.68327,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.41964,,,,8.02867,,,,7.86607,,,,7.44624,,,,8.05054,,,,7.45536,,,,7.56272,,,,8.29146,,,,,6.73228,,,,,5.90253,,,,5.64103,,,,6.40741,,,,6.5704,,,,6.91547,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.90909,,,,6.86364,,,,7.53704,,,,7.73551,,,,7.9927
84M478,Inwood Academy for Leadership Charter School,MS,8.35155,8.46447,7.72568,7.39277,8.81944,,,,8.58295,,,,8.09028,,,,7.48853,,,,8.12212,,,,5.79439,,,,9.04206,,,,8.66359,,,,8.36758,,,,8.97196,,,,8.75,,,,N/A,,,,9.3318,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.21596,,,,7.81395,,,,7.65187,,,,6.98113,,,,8.88498,,,,8.63953,,,,8.16901,,,,8.52113,,,,,6.31313,,,,,4.9095,,,,5.11312,,,,6.05505,,,,6.20455,,,,7.72936,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.51389,,,,7.63825,,,,7.20657,,,,7.73256,,,,9.3662
84M481,Democracy Prep Harlem Charter School,MS,8.02233,7.27948,6.37246,7.12957,8.76214,,,,7.95603,,,,7.15116,,,,7.12171,,,,8.0082,,,,4.78188,,,,8.91089,,,,7.74834,,,,6.88333,,,,8.0033,,,,7.97185,,,,N/A,,,,9.39542,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.73913,,,,7.83333,,,,7.99003,,,,6.71358,,,,8.53333,,,,6.93894,,,,6.82724,,,,8.03991,,,,,5.51095,,,,,4.47848,,,,4.525,,,,6.07143,,,,7.59106,,,,5.41806,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.13462,,,,7.36254,,,,6.75514,,,,7.65517,,,,8.90351
84M482,Success Academy Charter School - Harlem 5,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M483,New York French American Charter School,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M518,East Harlem Scholars Academy Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M522,Broome Street Academy Charter School,HS,7.0737,7.42641,6.62931,6.09535,7.94715,,,,7.76639,,,,7.27459,,,,7.56048,,,,7.01613,,,,5.24,,,,7.88618,,,,8.45703,,,,6.7,,,,7.34127,,,,6.53543,,,,5.70313,,,,8.26772,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.65323,,,,7.05645,,,,6.53226,,,,6.05691,,,,6.79435,,,,6.54762,,,,7.17742,,,,8.33333,,,,,6.11607,,,,,3.39583,,,,3.78049,,,,4.71311,,,,6.31148,,,,6.22,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.66949,,,,5.27778,,,,5.57203,,,,6.62393,,,,6.97034
84M523,Success Academy Charter School - Upper West,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M524,Innovate Manhattan Charter School,MS,7.30605,7.60859,6.21994,6.27658,7.65766,,,,7.59434,,,,7.38208,,,,7.43056,,,,7.1934,,,,5.04762,,,,8.16038,,,,7.96729,,,,6.95755,,,,7.31818,,,,6.42523,,,,N/A,,,,8.60092,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.3785,,,,6.89904,,,,6.77184,,,,6.7233,,,,6.78571,,,,7.47642,,,,6.51961,,,,8.25,,,,,5.13298,,,,,4.32243,,,,4.35714,,,,5.37383,,,,5.02315,,,,4.46602,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.72549,,,,6.25,,,,5.69307,,,,6.37755,,,,8.29082
84M702,Sisulu-Walker Charter School of Harlem,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M704,Harbor Science and Arts Charter School,ES/MS,8.70808,8.89671,7.96544,8.11742,9.40141,,,,9.22535,,,,8.4507,,,,8.75,,,,8.83803,,,,6.30282,,,,8.87324,,,,8.94366,,,,8.94366,,,,9.08451,,,,8.21429,,,,N/A,,,,9.40141,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.59155,,,,9.33099,,,,8.85714,,,,7.8169,,,,9.32143,,,,9.29577,,,,9.22535,,,,8.66279,,,,,7.76119,,,,,5.76389,,,,5.86806,,,,6.58451,,,,7.1875,,,,7.32639,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.96528,,,,8.29861,,,,6.75,,,,7.67361,,,,9.82394
84M705,Amber Charter School,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84M707,John V. Lindsay Wildcat Academy Charter School,HST,8.3312,8.43616,7.85525,8.37179,8.86525,,,,8.67958,,,,8.25175,,,,8.4331,,,,8.5,,,,7.23776,,,,8.59929,,,,8.88298,,,,8.18182,,,,8.70629,,,,8.28014,,,,7.37676,,,,8.74126,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.39928,,,,8.67958,,,,8.56643,,,,8.28671,,,,8.58392,,,,8.17376,,,,8.31522,,,,8.0102,,,,,7.9845,,,,,6.63732,,,,7.08929,,,,7.13028,,,,8.14685,,,,7.44718,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.88686,,,,8.86029,,,,8.97482,,,,9.11232,,,,9.08088
84M708,Harlem Prep Charter School,ES,8.09881,7.94375,6.11688,6.71743,9.10714,,,,8.53535,,,,7.65464,,,,7.03608,,,,7.7551,,,,5.91837,,,,9.01515,,,,8.36735,,,,7.34694,,,,8.68687,,,,8.58586,,,,N/A,,,,9.14141,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.35417,,,,7.08333,,,,6.9898,,,,6.95313,,,,8.28125,,,,7.80928,,,,6.55263,,,,6.83333,,,,,6.57303,,,,,3.78866,,,,4.50521,,,,5.02632,,,,6.04592,,,,4.13158,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.55882,,,,7.35119,,,,5,,,,6.26471,,,,9.09639
84M709,Harlem Village Academy Charter School,ES/MS,8.36338,8.16993,7.40666,7.53926,8.98058,,,,8.60294,,,,7.92892,,,,7.84146,,,,8.51716,,,,5.96814,,,,8.96341,,,,8.41912,,,,8.0665,,,,8.48522,,,,8.34577,,,,N/A,,,,9.25245,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.76961,,,,8.20896,,,,8.04187,,,,7.56219,,,,8.90931,,,,8.16176,,,,7.66169,,,,8.43103,,,,,7.1164,,,,,4.96231,,,,5.375,,,,6.28141,,,,6.85961,,,,6.79803,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.44588,,,,7.6178,,,,6.85567,,,,7.57772,,,,9.35526
84M726,KIPP STAR College Prep Charter School,ES/MS,7.6048,7.24333,6.17194,6.61771,7.96012,,,,7.33025,,,,6.99074,,,,7.1142,,,,7.85714,,,,4.86196,,,,8.30247,,,,7.31595,,,,6.52174,,,,7.65244,,,,7.46951,,,,N/A,,,,8.77273,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.8589,,,,6.60494,,,,6.7284,,,,6.09375,,,,7.80675,,,,7.42331,,,,6.52778,,,,7.44624,,,,,5.625,,,,,5.13975,,,,4.90625,,,,5.98438,,,,5.6875,,,,6.17089,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.16139,,,,7.27564,,,,6.23438,,,,6.55449,,,,8.30189
84M861,Future Leaders Institute Charter School,ES/MS,8.23302,8.04974,7.18992,6.7955,9.13136,,,,8.62288,,,,7.92373,,,,7.9661,,,,8.47458,,,,5.9322,,,,8.80342,,,,8.38362,,,,7.37069,,,,8.52174,,,,7.5,,,,N/A,,,,9.49153,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.90171,,,,7.39316,,,,7.07627,,,,7.07627,,,,8.05085,,,,7.84188,,,,7.67699,,,,8.46429,,,,,6.05769,,,,,5.08772,,,,4.77679,,,,5.58559,,,,4.97826,,,,7.2807,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.8913,,,,6.73913,,,,5.13514,,,,6.09649,,,,9.10088
84M888,Harlem Village Academy HS,HS,7.75295,7.50245,7.05854,7.17113,8.42708,,,,8.14815,,,,7.45885,,,,7.62397,,,,7.38683,,,,5.41667,,,,8.19215,,,,7.72634,,,,6.97531,,,,7.66461,,,,7.72727,,,,6.88272,,,,8.5124,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.57231,,,,7.90123,,,,7.59298,,,,7.0332,,,,8.04752,,,,7.32218,,,,7.19665,,,,8.3011,,,,,6.23256,,,,,5.81933,,,,5.63808,,,,6.96429,,,,6.2605,,,,7.02731,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.31545,,,,7.37179,,,,7.07447,,,,7.54292,,,,8.3691
84M999,KIPP NYC College Prep,HS,7.61558,7.37351,7.15986,7.36119,7.85714,,,,7.75368,,,,7.56536,,,,7.76466,,,,7.46305,,,,6.48527,,,,7.96493,,,,7.14401,,,,6.94895,,,,7.54472,,,,7.57293,,,,7.17267,,,,7.95195,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.34172,,,,7.52023,,,,7.47569,,,,7.30551,,,,7.75285,,,,7.41115,,,,7.38599,,,,7.74127,,,,,6.80755,,,,,6.58756,,,,6.62439,,,,7.11002,,,,5.9647,,,,7.28207,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.34167,,,,7.32773,,,,7.65025,,,,7.93189,,,,8.38063
84Q083,Central Queens Academy Charter School,MS,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q170,Peninsula Preparatory Academy Charter School,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q304,VOICE Charter School of New York,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
